,win,kills,deaths,assists,largestKillingSpree,largestMultiKill,doubleKills,tripleKills,quadraKills,pentaKills,visionScore,timeCCingOthers,turretKills,inhibitorKills,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,perkPrimaryStyle,perkSubStyle,statPerk0,statPerk1,statPerk2,champion,spell1,spell2,gameDuration,tier,division,kda,totalDamageDealt_per_min,magicDamageDealt_per_min,physicalDamageDealt_per_min,trueDamageDealt_per_min,totalDamageDealtToChampions_per_min,magicDamageDealtToChampions_per_min,physicalDamageDealtToChampions_per_min,totalHeal_per_min,totalUnitsHealed_per_min,damageSelfMitigated_per_min,damageDealtToObjectives_per_min,damageDealtToTurrets_per_min,totalDamageTaken_per_min,magicalDamageTaken_per_min,physicalDamageTaken_per_min,goldEarned_per_min,goldSpent_per_min,totalMinionsKilled_per_min,neutralMinionsKilled_per_min,neutralMinionsKilledTeamJungle_per_min,neutralMinionsKilledEnemyJungle_per_min,lane
Lando7951,False,13,5,6,7,3,1,1,0,0,35,3,0,0,77,16,2,12,1,False,False,False,False,False,False,8000,8100.0,5008,5008,5002,84,14,4,2046,PLATINUM,II,3.8,3540.26,2512.93,435.75,591.55,950.94,791.52,88.74,310.91,0.03,465.66,38.24,38.24,900.32,425.4,428.94,412.76,376.39,4.37,0.23,0.0,0.23,MIDDLE
rocketmat,True,8,5,10,4,1,0,0,0,0,15,34,3,0,863,18,0,8,1,True,False,False,False,False,True,8000,8200.0,5007,5002,5003,106,12,4,2046,PLATINUM,II,3.6,6575.13,4401.61,1679.21,494.28,722.26,438.59,283.64,105.66,0.03,1056.22,357.68,183.72,730.09,347.54,318.04,463.61,378.3,6.39,1.06,0.56,0.23,TOP
el chichio,True,4,6,21,2,1,0,0,0,0,31,31,0,0,102,15,1,16,1,False,False,False,False,False,False,8200,8300.0,5005,5008,5002,875,14,4,2046,PLATINUM,II,4.17,1528.91,225.45,790.21,513.23,411.38,48.94,238.39,73.02,0.03,995.28,136.6,0.0,848.3,329.82,444.05,285.01,280.79,1.47,0.0,0.0,0.0,TOP
FullSendNation,True,16,7,10,8,3,5,2,0,0,14,9,4,1,99,16,0,10,1,False,False,False,False,True,False,8100,8000.0,5005,5008,5002,21,7,4,2046,PLATINUM,II,3.71,3945.6,38.06,3809.65,97.89,1006.63,18.71,927.33,239.06,0.09,324.31,551.58,202.32,679.59,256.77,374.96,528.62,552.05,5.16,0.23,0.0,0.0,TOP
QcSuperNinja,True,6,6,15,5,2,1,0,0,0,15,22,1,0,209,17,1,8,1,False,False,False,False,False,False,8200,8300.0,5005,5008,5003,112,4,21,2046,PLATINUM,II,3.5,3895.69,3156.45,493.52,245.72,787.1,747.57,31.2,26.66,0.03,350.62,122.4,77.18,392.55,155.6,196.04,368.97,364.66,4.57,0.23,0.0,0.0,MIDDLE
GreenThea,True,4,11,10,2,1,0,0,0,0,20,14,0,0,383,15,2,2,3,False,False,False,False,False,False,8200,8000.0,5005,5008,5002,104,11,14,2046,PLATINUM,II,1.27,4081.58,307.18,3541.91,232.46,355.43,13.28,288.45,246.51,0.03,525.66,226.74,0.0,831.23,293.58,480.38,328.53,318.18,1.23,3.4,2.38,0.59,JUNGLE
Sup3r1,False,4,4,2,3,1,0,0,0,0,8,49,0,0,248,10,2,4,0,False,False,False,False,False,False,8000,8100.0,5005,5008,5002,56,11,4,982,PLATINUM,III,1.5,4689.96,264.32,4017.01,408.64,316.44,24.93,268.53,394.4,0.06,383.58,577.88,0.0,848.74,369.96,478.78,363.48,331.47,0.49,5.5,4.15,0.0,MISSING
LeafInTheWinds,False,3,4,2,2,1,0,0,0,0,17,18,0,0,43,9,3,10,1,False,False,False,False,False,False,8400,8300.0,5007,5002,5003,53,4,14,982,PLATINUM,III,1.25,821.55,289.98,317.9,213.6,271.34,133.01,109.8,32.69,0.18,371.0,14.05,0.0,560.47,290.35,259.25,281.61,239.82,1.47,0.0,0.0,0.0,MISSING
majed mrhomi,False,3,3,3,0,1,0,0,0,0,14,1,0,0,23,9,1,6,0,False,False,False,False,False,False,8000,8200.0,5005,5008,5002,18,4,7,982,PLATINUM,III,2.0,2117.11,602.99,1503.05,11.0,320.96,57.07,259.0,66.11,0.12,177.92,17.72,0.0,527.11,257.96,242.2,368.62,313.14,6.42,0.0,0.0,0.0,MISSING
Sensio,False,2,3,5,0,1,0,0,0,0,9,20,0,0,64,11,4,5,0,True,False,False,False,False,False,8000,8200.0,5005,5008,5002,133,14,4,982,PLATINUM,III,2.33,2217.07,11.98,2201.0,4.03,444.75,11.98,428.68,45.7,0.06,173.28,128.25,128.25,473.46,246.17,220.63,364.15,317.72,5.13,0.0,0.0,0.0,MISSING
PoopMaster9000,False,1,3,1,0,1,0,0,0,0,1,2,0,0,14,8,0,1,0,False,False,False,False,False,False,8200,8300.0,5007,5008,5003,8,14,4,982,PLATINUM,III,0.67,1010.41,733.32,257.35,19.67,209.76,148.84,41.18,181.1,0.06,166.62,0.0,0.0,385.42,289.06,91.65,239.39,161.91,3.67,0.0,0.0,0.0,MISSING
DarkestMage,True,0,2,2,0,0,0,0,0,0,19,18,0,0,213,8,3,8,3,False,False,False,False,False,False,8400,8100.0,5007,5003,5002,89,14,4,982,PLATINUM,III,1.0,850.63,242.93,392.75,214.89,163.14,72.77,81.2,5.74,0.06,227.05,55.48,55.48,222.77,31.34,180.73,240.37,218.43,1.53,0.0,0.0,0.0,MISSING
his stink,True,3,1,2,3,1,0,0,0,0,11,7,1,0,25,9,1,6,0,False,False,False,False,False,False,8000,8200.0,5005,5008,5002,222,7,4,982,PLATINUM,III,5.0,2853.24,65.87,2782.42,4.89,293.52,33.73,259.8,47.29,0.12,107.54,152.87,152.87,264.5,85.91,175.66,411.75,346.74,7.76,0.0,0.0,0.0,MISSING
kasull,True,7,2,8,4,2,1,0,0,0,15,34,1,0,319,12,1,6,0,False,False,False,True,False,False,8300,8200.0,5008,5008,5002,79,14,4,982,PLATINUM,III,7.5,4042.91,3434.42,581.3,27.13,793.63,667.09,99.41,156.42,0.06,345.82,209.69,209.69,559.74,125.07,397.33,559.74,484.22,7.33,0.0,0.0,0.0,MISSING
HOCARGE,True,6,5,7,2,2,2,0,0,0,19,7,1,0,54,11,2,6,3,False,False,False,False,False,False,8100,8000.0,5008,5008,5002,30,11,4,982,PLATINUM,III,2.6,6396.29,6008.07,60.55,327.62,595.3,595.3,0.0,480.67,0.06,339.29,932.44,145.97,907.82,217.15,673.56,507.13,497.96,1.16,5.87,4.58,0.24,MISSING
Tadpole Juice,True,1,3,2,0,1,0,0,0,0,9,11,0,0,52,10,1,4,1,False,False,False,False,False,False,8000,8400.0,5008,5002,5002,86,12,4,982,PLATINUM,III,1.0,1654.89,39.84,1407.62,207.43,169.61,12.71,144.13,4.52,0.06,583.81,62.51,0.0,474.38,27.19,435.03,282.34,270.37,4.77,0.0,0.0,0.0,MISSING
Ener,True,4,7,13,2,2,1,0,0,0,13,3,1,0,31,14,3,7,2,False,False,False,True,False,True,8000,8300.0,5005,5008,5002,81,4,7,1734,PLATINUM,III,2.43,4319.17,588.82,3697.27,33.08,937.02,276.23,639.38,74.46,0.1,304.15,490.24,138.62,722.7,342.01,355.92,376.3,356.68,5.54,0.83,0.69,0.0,ADC
HirameR,True,23,8,9,7,3,7,2,0,0,16,6,1,0,54,16,0,7,4,False,False,False,False,False,True,8100,8000.0,5008,5008,5003,55,4,14,1734,PLATINUM,III,4.0,5300.24,4708.51,493.39,98.3,1370.31,1226.51,97.85,424.36,0.03,678.89,497.85,173.91,1097.65,568.41,483.77,626.06,551.9,5.81,0.14,0.0,0.14,MIDDLE
Tangle Dahee,True,6,6,18,4,3,1,1,0,0,17,32,0,1,323,15,5,6,2,False,False,False,False,False,False,8100,8300.0,5007,5008,5003,876,11,4,1734,PLATINUM,III,4.0,5921.94,3869.34,713.94,1338.58,779.79,543.7,15.12,426.3,0.03,614.95,485.64,23.88,1068.24,445.29,607.13,390.14,363.32,1.11,4.71,3.22,0.48,JUNGLE
Dustìn,True,2,4,29,0,1,0,0,0,0,63,45,2,0,117,14,11,32,7,False,False,True,False,False,True,8400,8200.0,5008,5008,5002,497,4,14,1734,PLATINUM,III,7.75,952.56,433.98,307.89,210.66,267.96,182.35,39.1,261.21,0.24,809.41,139.52,94.81,520.62,297.75,186.44,315.19,258.65,1.21,0.0,0.0,0.0,SUPPORT
Dræko,True,6,4,21,2,1,0,0,0,0,17,26,3,0,177,16,1,9,1,False,False,False,False,False,True,8400,8100.0,5005,5002,5003,98,12,4,1734,PLATINUM,III,6.75,3906.12,1115.85,2624.05,166.16,734.36,273.18,436.3,49.03,0.03,1437.61,211.18,117.4,1039.83,596.4,394.43,402.84,369.38,5.29,0.14,0.0,0.14,TOP
NHI TRAN 2000,False,8,11,9,3,2,1,0,0,0,20,55,0,0,762,13,0,9,2,False,False,False,False,False,False,8000,8300.0,5005,5008,5001,22,7,4,1734,PLATINUM,III,1.55,3881.73,297.2,3261.21,323.25,753.74,133.53,604.91,113.77,0.1,305.99,142.6,38.06,874.15,517.96,287.54,382.15,366.78,5.33,0.55,0.28,0.0,ADC
Thïïcc,False,1,10,14,0,1,0,0,0,0,38,22,0,0,187,12,0,17,6,False,False,False,False,False,False,8400,8200.0,5008,5008,5002,117,3,4,1734,PLATINUM,III,1.5,491.87,244.91,123.22,123.7,144.46,104.15,36.51,53.43,0.17,404.39,32.21,23.74,569.1,432.87,105.4,232.8,207.27,1.04,0.0,0.0,0.0,SUPPORT
silverdude29,False,6,4,6,5,1,0,0,0,0,11,20,1,0,184,14,0,6,1,False,False,False,False,False,False,8400,8300.0,5007,5002,5001,36,4,12,1734,PLATINUM,III,3.0,3101.66,1924.46,1160.83,16.3,942.8,670.97,257.96,380.31,0.03,1867.79,161.45,116.44,1420.42,696.96,583.6,340.28,314.88,4.29,0.0,0.0,0.0,TOP
ccross,False,9,9,8,4,2,1,0,0,0,26,36,1,0,194,15,6,11,3,False,False,False,False,False,False,8100,8200.0,5008,5008,5003,134,14,4,1734,PLATINUM,III,1.89,4732.35,4297.61,316.02,118.69,993.18,889.62,31.11,131.83,0.03,319.34,224.05,164.33,789.76,544.36,202.53,440.17,448.79,6.09,0.62,0.28,0.07,MIDDLE
Stevie Sleet,False,5,7,9,2,2,1,0,0,0,22,47,0,0,180,14,4,5,2,True,False,False,False,False,False,8400,8100.0,5008,5008,5002,32,4,11,1734,PLATINUM,III,2.0,5519.17,4112.15,949.48,457.51,446.92,345.43,35.54,271.49,0.03,1293.56,442.25,0.0,1139.9,408.86,653.6,382.63,355.02,0.66,4.84,3.36,0.24,JUNGLE
Yonder Sapphire,False,10,10,3,2,1,0,0,0,0,23,15,1,0,125,15,1,11,2,True,False,False,False,False,False,8100,8000.0,5008,5008,5003,105,4,14,1830,PLATINUM,IV,1.3,3411.25,2281.02,724.0,406.2,883.64,691.54,143.11,168.52,0.03,381.31,155.31,109.28,902.56,524.16,313.54,389.48,392.62,4.59,0.1,0.03,0.0,MIDDLE
EspeonEevee ,False,3,6,8,2,1,0,0,0,0,54,65,0,0,84,12,4,25,8,False,False,False,False,False,False,8200,8300.0,5008,5008,5001,25,4,14,1830,PLATINUM,IV,1.83,1183.93,1094.03,61.61,28.26,498.39,454.33,15.77,74.62,0.03,275.28,2.82,2.82,527.8,294.43,203.02,248.26,235.57,1.05,0.0,0.0,0.0,SUPPORT
Auskara,False,2,5,5,2,1,0,0,0,0,22,12,1,0,40,14,1,9,3,False,False,False,False,False,False,8000,8200.0,5005,5008,5002,222,7,4,1830,PLATINUM,IV,1.4,4215.41,9.18,3753.02,453.15,263.84,9.18,239.67,86.82,0.1,198.75,418.85,115.34,493.51,245.11,236.56,347.77,345.08,5.7,0.26,0.1,0.0,ADC
Domineeringchen,False,1,10,1,0,1,0,0,0,0,18,15,0,0,87,15,1,10,0,False,False,False,False,False,False,8000,8100.0,5008,5008,5002,266,4,12,1830,PLATINUM,IV,0.2,3273.64,0.0,3075.44,198.2,507.38,0.0,502.3,343.8,0.03,608.26,12.36,12.36,1156.79,245.77,784.2,287.28,272.95,5.48,0.13,0.13,0.0,MIDDLE
Ameno Miyabi,False,5,7,6,2,1,0,0,0,0,18,27,0,0,433,13,0,9,3,False,False,False,False,False,False,8000,8100.0,5008,5008,5002,141,11,4,1830,PLATINUM,IV,1.57,4599.08,253.74,4105.31,240.0,399.08,0.0,352.66,505.02,0.03,727.54,153.67,0.0,1102.39,487.54,552.66,341.74,311.48,1.05,4.2,3.51,0.0,JUNGLE
ZzSeVeNzZ,True,2,2,17,0,1,0,0,0,0,45,21,0,0,133,14,3,27,4,False,False,False,False,False,True,8100,8400.0,5005,5002,5002,201,4,3,1830,PLATINUM,IV,9.5,958.62,420.66,331.93,206.0,251.9,184.1,53.31,41.67,0.13,636.56,124.89,42.52,656.56,263.84,339.67,275.34,246.72,1.08,0.13,0.0,0.0,SUPPORT
CowBoiTanaka,True,10,5,9,5,2,2,0,0,0,24,26,1,1,478,15,2,11,0,False,False,False,False,True,False,8100,8200.0,5005,5008,5002,79,4,11,1830,PLATINUM,IV,3.8,5645.51,4449.84,856.75,338.89,645.57,546.69,59.41,535.25,0.03,760.85,604.62,30.52,1040.2,300.72,710.89,405.54,381.97,0.36,5.21,3.61,0.39,JUNGLE
Erect2Infect,True,9,4,7,4,1,0,0,0,0,24,1,2,0,45,14,2,7,7,False,False,False,False,False,True,8000,8200.0,5005,5008,5002,81,7,4,1830,PLATINUM,IV,4.0,3706.16,432.26,2674.49,599.38,747.18,243.18,493.9,96.3,0.1,258.07,309.34,221.8,456.52,223.34,224.82,376.23,336.07,5.15,0.13,0.13,0.0,ADC
RNG NMLGB,True,8,2,3,4,1,0,0,0,0,14,32,5,1,96,18,0,7,2,False,False,False,False,False,False,8000,8200.0,5008,5008,5002,86,14,4,1830,PLATINUM,IV,5.5,6427.18,0.0,6234.3,192.89,900.59,0.0,707.7,132.16,0.03,1196.03,586.33,484.75,863.44,143.61,689.25,463.97,422.95,7.18,0.66,0.13,0.39,TOP
KongMingZhuGe,True,9,8,10,4,1,0,0,0,0,16,11,2,0,188,15,0,8,3,False,False,True,False,False,True,8200,8100.0,5008,5008,5002,112,14,4,1830,PLATINUM,IV,2.38,4121.48,3752.16,283.8,85.51,830.66,777.31,27.48,85.08,0.03,263.02,144.23,87.57,518.16,330.03,161.48,402.98,360.66,4.92,0.13,0.0,0.0,MIDDLE
vn madlife,False,1,10,3,0,1,0,0,0,0,14,10,0,0,235,14,0,1,3,False,False,False,False,False,False,8200,8100.0,5005,5008,5002,876,4,11,1837,PLATINUM,IV,0.4,5315.14,3119.9,758.48,1436.7,282.46,201.13,17.38,247.71,0.03,514.0,66.96,0.0,1066.05,408.6,638.64,319.17,318.45,2.87,3.46,2.87,0.13,JUNGLE
0pium,False,8,7,4,4,2,1,0,0,0,25,16,0,0,57,14,4,12,2,False,False,False,False,False,False,8000,8100.0,5005,5002,5002,67,4,7,1837,PLATINUM,IV,1.71,2272.42,89.04,1798.79,384.56,633.71,42.53,427.45,178.37,0.13,521.48,49.61,49.61,690.7,232.16,435.45,394.56,375.78,3.85,0.26,0.26,0.0,ADC
iKingpin,False,3,11,4,2,1,0,0,0,0,46,19,1,0,27,12,2,20,5,False,False,False,False,False,False,8100,8200.0,5008,5008,5001,63,4,14,1837,PLATINUM,IV,0.64,1503.66,1403.88,63.76,35.99,691.0,644.78,10.19,0.0,0.0,227.39,44.03,44.03,678.23,271.06,386.23,247.74,244.96,0.88,0.0,0.0,0.0,SUPPORT
1A1A1A1A1,False,1,5,3,0,1,0,0,0,0,14,0,0,0,8,15,2,9,2,False,False,False,False,False,False,8000,8200.0,5005,5008,5003,236,4,12,1837,PLATINUM,IV,0.8,4527.93,61.21,4090.26,376.43,526.18,8.43,517.72,10.52,0.03,330.93,92.99,24.59,624.95,225.73,381.92,344.13,326.62,6.86,0.13,0.03,0.0,MIDDLE
A ButtholeSurfer,False,3,7,3,2,1,0,0,0,0,25,7,0,0,360,15,3,11,4,False,False,False,False,False,False,8400,8100.0,5008,5008,5003,41,4,12,1837,PLATINUM,IV,0.86,3983.65,236.7,3420.07,326.85,410.43,117.13,271.49,138.88,0.03,533.27,55.98,55.98,828.08,248.39,575.44,317.08,315.45,5.29,0.0,0.0,0.0,TOP
YXRUXKI,True,6,7,5,2,2,1,0,0,0,64,18,0,0,157,13,3,28,6,False,False,False,False,False,False,8200,8300.0,5008,5008,5002,54,4,14,1837,PLATINUM,IV,1.57,1149.54,538.89,351.12,259.5,370.29,273.94,65.29,89.95,0.03,406.28,113.27,20.28,560.77,309.31,219.78,278.57,232.72,1.24,0.0,0.0,0.0,SUPPORT
Camztie ,True,9,3,9,6,2,1,0,0,0,13,9,0,0,384,15,1,2,2,True,False,False,False,False,False,8100,8200.0,5008,5008,5002,28,4,11,1837,PLATINUM,IV,6.0,4964.39,4114.07,594.61,255.68,517.33,463.77,17.05,383.78,0.03,448.35,628.94,0.0,824.52,184.93,581.91,394.2,379.7,0.59,4.44,2.84,0.26,JUNGLE
EDGCLL,True,12,2,12,7,1,0,0,0,0,29,21,3,0,188,17,3,10,6,False,False,True,False,False,True,8000,8100.0,5005,5008,5002,59,4,12,1837,PLATINUM,IV,12.0,5977.82,276.78,5200.34,500.71,866.46,86.85,779.61,330.38,0.03,977.18,332.34,267.27,998.08,192.18,674.5,507.47,500.54,6.79,0.78,0.13,0.52,TOP
The Cealum Lucis,True,8,1,6,7,2,1,0,0,0,23,3,2,1,39,15,3,9,4,False,False,False,False,True,False,8000,8100.0,5008,5008,5002,84,4,14,1837,PLATINUM,IV,14.0,2983.24,2125.61,855.45,2.16,488.49,419.97,66.34,244.93,0.03,266.52,265.15,179.44,526.67,79.11,428.75,373.03,356.83,4.87,0.26,0.13,0.13,MIDDLE
Uzi Eternal G0D,True,5,3,14,2,2,1,0,0,0,28,8,3,0,101,16,1,9,4,False,False,False,False,False,True,8000,8200.0,5005,5008,5002,21,7,4,1837,PLATINUM,IV,6.33,6081.62,132.05,5779.27,170.3,745.57,47.13,683.78,81.1,0.1,338.51,582.04,270.51,652.23,331.0,275.24,448.91,400.93,6.89,0.91,0.39,0.16,ADC
Creveta,False,1,9,3,0,1,0,0,0,0,13,42,0,0,417,11,2,7,3,False,False,False,False,False,False,8000,8300.0,5005,5008,5002,22,7,4,1554,PLATINUM,IV,0.44,1426.72,37.61,1384.9,4.17,325.1,29.15,292.24,54.9,0.12,288.19,0.0,0.0,535.79,112.59,414.09,235.79,227.8,3.94,0.0,0.0,0.0,ADC
ShadowShark11,False,2,8,1,0,1,0,0,0,0,8,19,0,0,138,14,0,5,1,False,False,False,False,False,False,8000,8100.0,5005,5008,5002,157,14,4,1554,PLATINUM,IV,0.38,5889.07,393.98,5285.56,209.5,500.66,46.22,422.32,126.33,0.04,746.6,23.4,23.4,744.75,126.02,596.91,398.96,386.1,8.96,0.0,0.0,0.0,TOP
Jahvan,False,1,11,7,0,1,0,0,0,0,49,38,0,0,201,12,4,18,6,False,False,False,False,False,False,8400,8300.0,5007,5003,5002,201,4,14,1554,PLATINUM,IV,0.73,834.94,384.44,183.63,266.83,270.39,227.07,29.5,23.4,0.19,817.68,0.0,0.0,714.86,179.31,513.44,250.73,189.19,1.16,0.0,0.0,0.0,SUPPORT
cuck69,False,1,8,2,0,1,0,0,0,0,8,19,0,0,225,11,0,5,0,False,False,False,False,False,False,8000,8300.0,5005,5008,5002,141,11,4,1554,PLATINUM,IV,0.38,3801.39,226.64,3322.59,252.08,337.68,2.47,327.07,438.22,0.04,853.9,138.73,0.0,1171.31,269.73,864.05,285.91,281.85,1.35,3.17,2.86,0.0,JUNGLE
Headbanger,False,4,5,2,4,1,0,0,0,0,7,44,0,0,554,14,2,4,0,False,False,False,False,False,False,8400,8300.0,5008,5002,5002,516,12,4,1554,PLATINUM,IV,1.2,4602.9,2329.07,1945.06,328.76,653.32,419.54,233.75,107.68,0.04,1204.86,0.0,0.0,891.97,161.31,710.54,376.6,303.09,6.91,0.0,0.0,0.0,TOP
YiQuan ChaoRén,True,7,1,12,5,1,0,0,0,0,30,17,1,0,67,15,1,9,4,False,False,False,False,False,True,8000,8400.0,5005,5008,5002,58,14,4,1554,PLATINUM,IV,19.0,6044.94,216.37,5565.17,263.36,622.63,57.03,532.74,373.63,0.04,724.48,369.81,269.58,793.09,143.78,637.45,479.88,356.18,6.56,1.2,0.31,0.73,MIDDLE
QUE BAOBAO,True,6,3,15,4,1,0,0,0,0,17,25,1,0,522,14,4,8,1,False,False,False,False,False,True,8000,8400.0,5005,5008,5002,64,4,11,1554,PLATINUM,IV,7.0,4973.51,1105.48,3326.68,541.35,539.73,73.2,451.35,441.24,0.04,834.05,932.39,34.05,921.08,130.5,777.92,407.41,380.31,0.81,4.29,2.2,0.69,JUNGLE
JauceTheSauce,True,6,1,5,6,1,0,0,0,0,24,19,5,3,404,15,3,9,1,False,False,False,False,True,False,8400,8300.0,5007,5002,5002,75,12,4,1554,PLATINUM,IV,11.0,4167.1,704.44,3385.02,77.61,575.71,199.77,375.95,107.95,0.04,700.12,620.0,426.91,850.93,280.08,412.97,396.53,348.46,4.86,0.69,0.15,0.23,TOP
idtirba,True,17,3,9,9,2,6,0,0,0,12,7,3,1,118,14,1,8,1,True,False,True,False,False,True,8100,8000.0,5005,5008,5002,21,7,4,1554,PLATINUM,IV,8.67,4773.71,77.57,4624.75,71.35,857.3,29.69,819.07,245.52,0.08,507.07,745.41,301.35,669.03,118.76,524.17,543.51,545.37,5.71,0.54,0.19,0.23,ADC
n0top,True,5,1,26,4,1,0,0,0,0,42,80,0,0,340,13,4,18,3,False,False,False,True,False,True,8400,8100.0,5008,5008,5002,111,4,14,1554,PLATINUM,IV,31.0,1731.74,1132.51,346.72,252.51,583.98,426.25,103.63,180.27,0.04,1044.9,142.12,42.24,779.19,133.28,564.98,367.03,341.7,1.54,0.0,0.0,0.0,SUPPORT
kovitocheeto,True,0,3,10,0,0,0,0,0,0,0,13,0,0,65,10,0,0,0,False,False,False,False,False,False,8200,8100.0,5008,5008,5001,25,6,7,1021,PLATINUM,IV,3.33,1453.81,1004.19,449.62,0.0,228.48,156.61,71.87,22.57,0.06,139.69,14.57,14.57,378.98,119.88,259.1,315.75,102.84,2.41,0.0,0.0,0.0,MISSING
Ohn,True,22,3,1,17,5,4,1,1,1,3,19,2,1,75,11,0,2,0,True,False,False,False,False,False,8000,8100.0,5005,5008,5001,157,12,4,1021,PLATINUM,IV,7.67,5474.52,193.81,5271.83,8.81,1354.44,64.94,1280.63,182.82,0.06,375.81,393.26,393.26,616.51,88.15,410.77,666.93,449.56,4.64,0.24,0.0,0.24,MISSING
Ryova1,True,8,0,6,8,2,2,0,0,0,0,33,1,0,163,11,0,0,0,False,False,False,False,False,True,8100,8200.0,5008,5008,5003,99,7,4,1021,PLATINUM,IV,14.0,2404.52,1672.89,684.33,47.19,773.71,579.84,146.56,30.85,0.06,149.79,256.87,256.87,297.88,138.33,159.55,369.34,293.83,1.88,0.0,0.0,0.0,MISSING
AIlyex1,True,3,0,14,3,2,1,0,0,0,7,14,4,0,180,11,0,3,0,False,False,True,False,False,True,8100,8200.0,5005,5008,5002,875,4,11,1021,PLATINUM,IV,17.0,4540.67,418.12,3326.03,796.4,512.67,24.8,424.47,307.93,0.06,502.8,1418.84,327.27,723.94,114.3,609.58,458.14,387.86,1.88,3.29,1.18,1.0,MISSING
Hi I am Virus,True,10,0,4,10,2,1,0,0,0,5,23,1,0,100,11,0,3,0,False,False,False,False,False,False,8100,8200.0,5008,5008,5003,32,11,4,1021,PLATINUM,IV,14.0,3886.9,2739.73,789.58,357.47,761.49,542.35,160.2,196.34,0.06,713.36,351.3,77.16,694.32,147.27,546.99,445.8,305.58,1.88,3.29,1.7,0.94,MISSING
MissFortune,False,2,10,0,0,1,0,0,0,0,0,2,0,0,40,8,0,0,0,False,False,False,False,False,False,8000,8200.0,5005,5008,5001,21,0,0,1021,PLATINUM,IV,0.2,923.15,69.76,853.4,0.0,267.33,18.63,248.7,13.22,0.06,338.79,4.64,4.64,899.06,249.46,633.38,240.0,233.59,2.88,0.0,0.0,0.0,MISSING
Warwick,False,1,9,1,0,1,0,0,0,0,0,6,0,0,209,9,0,0,0,False,False,False,False,False,False,8000,8200.0,5005,5008,5001,19,0,0,1021,PLATINUM,IV,0.22,860.69,228.36,632.32,0.0,150.5,87.03,63.41,77.57,0.06,373.34,4.29,0.0,850.52,166.95,638.9,266.09,185.11,3.0,0.0,0.0,0.0,MISSING
Annie,False,0,8,0,0,0,0,0,0,0,0,1,0,0,18,8,0,0,0,False,False,False,False,False,False,8200,8100.0,5008,5008,5001,1,0,0,1021,PLATINUM,IV,0.0,689.27,269.09,420.18,0.0,189.93,160.61,29.32,6.29,0.06,305.99,2.35,0.0,859.39,444.45,366.52,170.89,132.22,1.59,0.0,0.0,0.0,MISSING
Lux,False,1,9,2,0,1,0,0,0,0,0,32,0,0,290,8,0,0,0,False,False,False,False,False,False,8200,8100.0,5008,5008,5001,99,0,0,1021,PLATINUM,IV,0.33,1204.47,824.6,379.8,0.0,360.06,210.44,149.62,0.0,0.0,255.93,3.35,3.35,678.33,277.61,378.28,189.7,182.17,1.12,0.0,0.0,0.0,MISSING
Renekton,False,2,7,0,0,1,0,0,0,0,0,8,0,0,9,9,0,0,0,False,False,False,False,False,False,8400,8200.0,5008,5002,5001,58,0,0,1021,PLATINUM,IV,0.29,1087.58,68.4,1019.12,0.0,196.75,29.62,167.07,53.18,0.06,405.78,7.93,0.0,853.87,230.01,577.02,215.2,211.56,1.82,0.0,0.0,0.0,MISSING
Exbiology,True,7,4,10,3,2,1,0,0,0,20,25,3,1,72,15,1,11,1,True,False,False,False,False,True,8000,8200.0,5005,5008,5002,498,7,4,1736,GOLD,I,4.25,5783.57,0.0,5533.03,250.54,685.68,0.0,646.83,237.3,0.1,268.41,171.5,136.9,815.77,295.06,393.8,449.83,401.79,6.5,1.24,0.31,0.69,BOTTOM
BestRayNA,True,14,7,7,4,2,2,0,0,0,13,24,2,1,128,16,1,8,0,False,False,False,False,False,False,8000,8100.0,5008,5008,5003,157,4,14,1736,GOLD,I,3.0,5705.81,587.28,4971.15,147.37,995.32,93.73,833.71,308.57,0.03,878.05,653.57,193.31,978.84,432.1,348.25,510.28,510.66,5.29,0.9,0.41,0.35,TOP
Im A Player,True,6,6,9,2,2,1,0,0,0,34,63,0,0,1623,15,4,6,8,False,False,False,False,False,False,8100,8200.0,5005,5008,5002,31,4,11,1736,GOLD,I,2.5,5555.39,3317.42,916.49,1321.49,455.32,270.28,88.55,580.2,0.03,1354.49,1613.68,0.0,1445.43,413.47,838.58,371.27,335.25,0.59,4.98,2.9,0.66,JUNGLE
Mei Mian Zi,True,10,3,9,4,1,0,0,0,0,14,33,4,0,332,16,1,9,0,False,False,True,False,False,False,8400,8300.0,5008,5008,5002,164,14,12,1736,GOLD,I,6.33,5354.93,63.8,4242.3,1048.79,1111.8,63.8,711.01,400.2,0.03,720.55,535.78,298.41,1018.58,389.31,518.26,457.09,420.21,5.39,0.97,0.41,0.31,TOP
SoaptasteOKK,True,9,5,9,3,1,0,0,0,0,53,75,0,1,206,13,1,25,6,False,False,False,False,True,False,8200,8000.0,5008,5008,5002,99,4,3,1736,GOLD,I,3.6,1462.02,1249.39,212.63,0.0,752.32,693.01,59.31,45.52,0.03,215.39,66.91,31.62,415.06,154.7,186.64,345.69,328.69,0.52,0.14,0.0,0.0,TOP
